ï»¿Country,Name,Goals,Expected Goals (xG),Big chances missed,Successful dribbles,Successful dribbles %,Total shots,Shots on target,Shots off target,Blocked shots,Goal conversion %,Penalties taken,Penalty goals,Penalty won,Shots from set piece,Free kick goals,Goals from inside the box,Goals from outside the box,Headed goals,Left foot goals,Right foot goals,Hit woodwork,Offsides,Penalty conversion,Set piece conversion %,Rating,Big chances created,Total passes,Accurate final third passes,Accurate long balls,Assists,Accurate passes %,Key passes,Accurate long balls %,Accurate own half passes,Accurate crosses,Passes to assist,Accurate passes,Inaccurate passes,Accurate opposition half passes,Accurate crosses %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Errors lead to shot,Own goals,Dribbled past,Clean sheets,Ground duels won,Total duels won,Aerial duels won %,Minutes played,Appearances,Aerial duels won,Age
Switzerland,Fabian SchÃ¤r,0,0.14,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,82,4,8,0,79.27,0,42.11,53,0,0,65,17,12,0,2,2,0,7,0,0,0,0,0,4,8,50,135,2,4,30
Uruguay,NicolÃ¡s de la Cruz,0,0.04,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.55,0,23,8,1,0,86.96,0,100,3,0,0,20,3,17,0,0,0,0,0,0,0,0,1,0,2,2,0,36,2,0,24
South Korea,Woo-Young Jung,0,0.03,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,208,44,19,0,85.58,2,61.29,83,0,0,178,30,95,0,5,3,1,7,0,0,0,1,1,5,11,75,304,4,6,27
Portugal,Diogo Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54,0,136,5,21,0,66.91,1,32.31,83,0,0,91,45,8,0,1,0,0,4,1,0,0,0,1,1,1,0,450,5,0,22
Ghana,Jordan Ayew,0,0.05,0,1,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,1,36,6,0,1,88.89,3,0,14,2,0,32,4,20,25,3,1,0,1,0,0,0,1,0,9,9,0,136,3,0,31
Iran,Milad Mohammadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,54,3,2,0,62.96,0,22.22,23,1,0,34,20,12,50,10,1,0,3,0,0,0,1,1,11,14,50,198,3,3,27
Australia,Jamie MacLaren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,1,13,3,0,0,53.85,2,0,2,0,0,7,6,5,0,0,1,0,0,0,0,0,3,0,0,1,20,52,3,1,28
Iran,Sardar Azmoun,0,0.96,2,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6.53,0,29,8,0,0,62.07,1,0,6,0,0,18,11,12,0,0,0,0,1,0,0,0,1,0,1,5,44.44,126,3,4,27
USA,Josh Sargent,0,0.37,1,2,100,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.53,0,32,13,0,0,90.63,1,0,10,0,0,29,3,19,0,0,1,0,0,0,0,0,1,0,2,5,33.33,163,3,3,22
Canada,Cyle Larin,0,0.24,0,1,25,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.53,0,26,10,0,0,73.08,2,0,3,2,0,19,7,18,66.67,0,0,0,2,0,0,0,1,0,1,3,66.67,137,3,2,27
Switzerland,Haris SeferoviÄ,0,0.19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,13,3,0,0,76.92,1,0,5,0,0,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,30
Cameroon,Karl Toko Ekambi,0,0.18,1,1,25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,50,15,3,0,84,3,75,14,1,0,42,8,29,33.33,1,2,0,0,0,0,0,1,0,5,6,20,167,3,1,30
Switzerland,Ruben Vargas,0,0.34,1,1,16.67,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.53,2,96,28,0,1,72.92,5,0,26,4,0,70,26,48,26.67,0,1,0,4,0,0,0,0,0,3,6,33.33,289,4,3,24
South Korea,In-Beom Hwang,0,0.23,0,0,0,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,241,73,15,0,80.08,3,50,70,1,0,193,48,124,16.67,4,3,0,2,0,0,0,3,1,7,9,28.57,335,4,2,26
USA,Brenden Aaronson,0,0.07,0,2,28.57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,46,17,0,0,86.96,3,0,17,0,0,40,6,23,0,3,1,0,0,0,0,0,0,0,8,8,0,105,4,0,22
USA,SergiÃ±o Dest,0,0.24,0,5,45.45,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1,169,40,6,1,89.94,3,50,77,1,0,152,17,76,11.11,4,2,0,7,0,0,0,1,0,11,12,25,309,4,1,22
Germany,Youssoufa Moukoko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,1,0,0,0,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,17
France,MattÃ©o Guendouzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,32,6,0,0,81.25,0,0,14,0,0,26,6,12,0,1,0,0,0,0,0,0,1,0,2,3,100,79,1,1,23
Brazil,Weverton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,5,0,3,0,60,0,60,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,34
France,Jordan Veretout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,36,7,1,0,91.67,0,100,15,0,0,33,3,18,0,2,0,0,1,0,0,0,0,0,2,2,0,63,1,0,29
USA,JesÃºs Ferreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,19,5,0,0,84.21,0,0,4,0,0,16,3,12,0,1,0,0,0,0,0,0,0,0,2,2,0,45,1,0,20
Denmark,Robert Skov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,15,6,0,0,100,0,0,4,1,0,15,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,26
Cameroon,Christian Bassogog,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,7,4,0,0,71.43,0,0,1,0,0,5,2,4,0,0,1,0,0,0,0,0,0,0,3,3,0,23,1,0,26
Canada,Liam Millar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,6,1,0,0,50,0,0,2,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,22
Canada,Lucas Cavallini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,1,0,0,0,100,0,0,0,1,0,1,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,29
Wales,Sorba Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,3,0,0,0,66.67,0,0,0,1,0,2,1,3,100,1,0,0,0,0,0,0,0,0,1,1,0,8,1,0,22
South Korea,Chang-Hoon Kwon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,22,10,0,0,77.27,1,0,4,2,0,17,5,15,66.67,1,0,0,0,0,0,0,0,0,1,1,0,57,1,0,27
Australia,Bailey Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,3,1,1,0,33.33,0,50,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,1,25,16,1,1,29
Saudi Arabia,Haitham Mohammed Asiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,2,0,0,0,50,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,1,0,29
Qatar,Ahmed Alaaeldin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,28
Qatar,Tarek Salman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,9,1,0,0,77.78,0,0,6,0,0,7,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,14,1,0,27
Saudi Arabia,Riyadh Sharahili,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,17,2,0,0,82.35,1,0,8,0,0,14,3,6,0,0,2,0,4,0,0,0,0,0,1,2,50,53,1,1,26
Spain,Ansu Fati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,28,14,0,0,89.29,0,0,6,0,0,25,3,19,0,1,0,0,0,0,0,0,0,0,1,2,100,44,2,1,20
Portugal,JoÃ£o MÃ¡rio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,37,15,1,0,97.3,0,100,7,1,0,36,1,30,50,2,0,0,0,0,0,0,1,0,2,2,0,95,2,0,29
England,Eric Dier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,41,2,0,0,97.56,0,0,35,0,0,40,1,5,0,1,0,0,0,0,0,0,0,0,1,2,50,33,2,1,28
Switzerland,Fabian Rieder,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,25,5,0,0,52,1,0,5,0,0,13,12,8,0,3,0,0,1,0,0,0,1,0,6,6,0,68,2,0,26
USA,Jordan Morris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,2,1,0,0,50,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,27
Morocco,Badr Benoun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,22,0,2,0,95.45,0,66.67,15,0,0,21,1,6,0,0,1,0,3,0,0,0,0,0,0,0,0,52,3,0,30
Costa Rica,Anthony Contreras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,24,4,0,0,58.33,1,0,8,0,0,14,10,6,0,5,1,0,0,0,0,0,0,0,6,11,45.45,134,3,5,30
Switzerland,Ricardo RodrÃ­guez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1,187,33,13,0,75.4,2,41.94,76,0,0,141,46,65,0,7,0,0,8,0,0,0,1,0,9,19,83.33,359,4,10,29
Australia,Jackson Irvine,0,0.52,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,0,125,22,2,0,81.6,1,28.57,50,0,0,102,23,52,0,4,3,0,8,0,0,0,2,2,6,15,56.25,355,4,9,29
Netherlands,Steven Bergwijn,0,0.51,1,1,33.33,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,71,23,1,0,88.73,0,50,18,0,0,63,8,45,0,1,0,0,0,0,0,0,1,0,6,6,0,214,4,0,24
Croatia,Nikola VlaÅ¡iÄ,0,0.43,1,3,60,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,51,16,0,0,86.27,0,0,19,1,0,44,7,26,25,1,1,0,0,0,0,0,1,0,10,12,25,205,6,2,24
Denmark,Kasper Dolberg,0,0.4,0,1,33.33,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5,0,17,5,0,0,82.35,1,0,6,1,0,14,3,9,100,1,0,0,1,0,0,0,1,0,4,4,0,113,3,0,24
Denmark,Andreas Skov Olsen,0,0.23,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,55,22,1,0,70.91,0,50,13,0,0,39,16,26,0,0,1,0,0,0,0,0,1,0,1,2,33.33,134,2,1,22
Mexico,HÃ©ctor Moreno,0,0.18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,194,20,9,0,84.54,1,40.91,109,0,0,164,30,55,0,2,1,1,3,0,0,0,0,1,5,10,38.46,270,3,5,34
Uruguay,Facundo Pellistri,0,0.17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1,43,13,1,0,72.09,4,50,10,1,0,31,12,22,33.33,2,0,0,2,0,0,0,1,0,4,4,0,182,3,0,20
Senegal,KrÃ©pin Diatta,0,0.13,0,1,33.33,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.5,0,68,29,2,0,83.82,3,66.67,6,3,0,57,11,54,75,0,0,0,0,0,0,0,0,0,3,5,66.67,182,3,2,22
Saudi Arabia,Abdulrahman Alobud,0,0.07,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,11,5,0,0,72.73,1,0,1,0,0,8,3,7,0,3,0,0,0,0,0,0,4,0,3,4,50,41,2,1,26
Mexico,Rogelio Funes Mori,0,0.07,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,12,1,0,31
Iran,Karim Ansarifard,0,0.07,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5,0,5,2,0,0,80,1,0,1,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,35,2,0,32
Ghana,Antoine Semenyo,0,0.05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5,0,2,1,0,0,50,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,20,27,2,1,21
Denmark,Joakim MÃ¦hle,0,0.04,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,117,28,4,0,80.34,1,36.36,43,0,0,94,23,51,0,9,2,0,5,0,0,0,2,1,13,14,10,250,3,1,24
Australia,Ajdin HrustiÄ,0,0.03,0,1,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,19,6,1,0,84.21,0,50,5,0,0,16,3,11,0,2,1,0,1,0,0,0,0,0,5,5,0,66,3,0,25
Poland,Krzysztof PiÄtek,0,0.03,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,6,0,0,0,33.33,0,0,1,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1,3,25,33,2,2,26
Portugal,JoÃ£o Palhinha,0,0.03,0,1,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,31,7,1,0,83.87,2,50,12,0,0,26,5,14,0,2,1,0,1,0,0,0,1,0,3,3,0,46,3,0,26
Poland,MichaÅ SkÃ³raÅ,0,0.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,9,0,0,0,88.89,0,0,4,0,0,8,1,4,0,0,1,0,0,0,0,0,0,0,2,3,100,45,1,1,28
Argentina,Gonzalo Montiel,0,0.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5,0,66,14,1,0,86.36,3,50,30,0,0,57,9,27,0,3,1,1,1,0,0,0,2,0,5,6,33.33,118,4,1,24
Serbia,Darko LazoviÄ,0,0.01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,11,0,2,0,63.64,0,66.67,7,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,31
Costa Rica,Gerson Torres,0,0.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,16,1,0,0,100,0,0,11,0,0,16,0,5,0,0,0,0,0,0,0,0,2,0,8,8,0,65,1,0,23
Senegal,Abdou Diallo,0,0.03,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48,0,174,15,14,0,77.01,1,40,85,2,0,134,40,51,66.67,2,1,0,9,0,0,0,0,0,2,9,53.85,332,4,7,25
Ghana,AndrÃ© Ayew,1,1.15,1,0,0,2,2,0,0,50,1,0,0,0,0,1,0,0,0,1,0,1,0,0,6.47,0,36,3,0,0,80.56,0,0,18,0,0,29,7,11,0,4,0,0,3,0,0,0,1,0,10,13,18.75,200,3,3,32
Tunisia,Wajdi Kechrida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47,0,43,9,0,0,58.14,1,0,12,0,0,25,18,13,0,3,0,0,3,0,0,0,0,1,3,4,33.33,117,3,1,29
Ecuador,HernÃ¡n GalÃ­ndez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47,0,68,1,13,0,55.88,0,30.23,29,0,0,38,30,9,0,0,0,0,3,0,0,0,0,1,0,2,100,270,3,2,34
Tunisia,Issam Jebali,0,0.53,1,1,50,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.47,1,31,9,1,0,74.19,2,50,10,1,0,23,8,14,50,3,0,0,3,0,0,0,1,0,6,8,11.76,184,3,2,30
Brazil,Gabriel Martinelli,0,0.52,2,3,42.86,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.47,0,36,18,0,0,80.56,3,0,7,1,0,29,7,23,20,2,0,0,0,0,0,0,1,0,8,8,0,119,3,0,20
Japan,Takumi Minamino,0,0.12,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47,0,19,4,1,0,68.42,0,25,4,1,0,13,6,10,33.33,2,0,0,1,0,0,0,0,0,2,2,0,57,3,0,27
Portugal,Cristiano Ronaldo,1,1.63,3,0,0,11,3,3,5,9.09,1,1,1,2,0,1,0,0,0,1,0,7,100,0,6.46,0,86,19,0,0,75.58,4,0,22,1,0,65,21,44,50,0,0,0,1,1,0,0,0,0,5,13,66.67,291,5,8,37
Japan,Takefusa Kubo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.45,0,11,4,0,0,54.55,0,0,1,0,0,6,5,5,0,1,0,0,0,0,0,0,0,0,3,4,50,90,2,1,21
Serbia,Nemanja Gudelj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,52,3,1,0,84.62,0,50,31,0,0,44,8,13,0,2,2,0,1,0,1,0,0,0,2,3,50,92,2,1,30
Brazil,Bruno GuimarÃ£es,0,0.7,2,2,100,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,50,18,3,0,84,0,75,14,1,0,42,8,29,33.33,0,0,0,0,0,0,0,0,0,4,5,100,67,2,1,24
Croatia,Ante Budimir,0,0.18,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,5,2,0,0,40,1,0,0,0,0,2,3,2,0,1,0,0,1,0,0,0,0,0,3,5,33.33,53,2,2,30
France,Axel Disasi,0,0.07,0,1,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,60,10,0,0,73.33,0,0,17,1,0,44,16,28,50,3,3,0,4,0,0,0,2,0,5,9,100,99,3,4,24
Ghana,Kamaldeen Sulemana,0,0.06,0,1,33.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,15,9,0,0,66.67,0,0,0,0,0,10,5,10,0,0,0,0,2,0,0,0,0,0,3,5,66.67,57,2,2,19
Switzerland,Noah Okafor,0,0.03,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.45,0,22,5,1,0,77.27,1,50,8,0,0,17,5,9,0,0,0,0,0,0,0,0,0,0,1,1,0,43,3,0,22
Mexico,Jorge SÃ¡nchez,0,0.02,0,1,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.45,0,60,11,1,0,78.33,0,14.29,15,0,0,47,13,32,0,1,3,0,6,0,0,0,0,1,3,6,60,176,2,3,23
Serbia,MiloÅ¡ VeljkoviÄ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,112,1,7,0,87.5,0,53.85,82,0,0,98,14,16,0,4,0,0,7,0,0,0,0,0,4,6,66.67,223,3,2,26
Qatar,Boualem Khoukhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,195,5,11,0,86.15,0,50,132,0,0,168,27,36,0,2,3,0,18,1,0,0,1,0,7,13,46.15,270,3,6,32
Poland,Arkadiusz Milik,0,0.25,1,1,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.43,0,29,5,0,0,65.52,1,0,8,0,0,19,10,11,0,0,0,0,0,0,0,0,2,0,3,7,44.44,107,3,4,28
Serbia,Nemanja RadonjiÄ,0,0.1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,14,4,0,0,71.43,1,0,4,2,0,10,4,8,33.33,0,0,0,1,0,0,0,1,0,2,2,0,57,3,0,25
Argentina,Exequiel Palacios,0,0.07,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,27,13,0,0,92.59,1,0,9,0,0,25,2,16,0,0,2,0,1,0,0,0,2,0,3,3,0,47,3,0,23
Canada,Jonathan Osorio,0,0.06,0,1,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,55,9,3,0,90.91,0,100,20,0,0,50,5,30,0,2,1,0,1,0,0,0,2,0,5,5,0,119,3,0,29
Qatar,Abdelaziz Hatem,0,0.02,0,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,89,9,3,0,80.9,1,42.86,35,0,0,72,17,37,0,1,1,0,0,0,0,0,1,0,3,4,33.33,196,3,1,30
Qatar,Hassan Al Haydos,0,0.01,0,2,33.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.43,2,75,17,4,0,82.67,2,57.14,30,2,0,62,13,34,50,4,2,0,1,0,0,0,6,0,6,6,0,209,3,0,33
Poland,Bartosz BereszyÅski,0,0,0,1,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,113,12,4,0,77.88,0,26.67,59,1,0,88,25,30,25,6,2,0,11,0,0,0,3,2,9,14,71.43,342,4,5,29
Morocco,Abderrazak Hamdallah,0,0.39,1,2,66.67,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,15,4,0,0,53.33,0,0,3,0,0,8,7,5,0,0,0,0,2,0,0,0,1,0,4,5,12.5,64,4,1,31
Morocco,Bilal El Khannouss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,24,6,3,0,83.33,0,100,12,0,0,20,4,8,0,0,0,0,2,0,0,0,1,0,1,1,0,56,1,0,21
Mexico,Ãrick GutiÃ©rrez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,29,2,0,0,82.76,0,0,9,0,0,24,5,15,0,1,2,0,1,0,0,0,2,0,0,0,0,17,1,0,26
Senegal,Nicolas Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,10,4,0,0,90,0,0,3,0,0,9,1,6,0,0,0,0,0,0,0,0,0,0,4,5,100,48,1,1,18
Germany,Matthias Ginter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,3,0,0,0,100,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,28
Serbia,Ivan IliÄ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,20,7,0,0,95,1,0,11,0,0,19,1,8,0,0,1,0,0,0,0,0,0,0,0,1,100,33,1,1,20
Poland,Damian SzymaÅski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,8,0,1,0,100,0,100,6,0,0,8,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,28,1,0,27
Denmark,Christian NÃ¸rgaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,15,5,0,0,93.33,0,0,5,0,0,14,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,27
Ecuador,Carlos Gruezo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,15,1,1,0,100,0,100,13,0,0,15,0,2,0,2,0,0,0,0,0,0,1,0,2,2,0,45,1,0,26
Saudi Arabia,Salman Al-Faraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,14,4,1,0,71.43,0,50,3,1,0,10,4,8,100,1,0,0,0,0,0,0,1,0,1,1,0,45,1,0,32
Ecuador,Djorkaeff Reasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,2,1,0,0,100,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,23
Australia,Jason Cummings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,6,1,1,0,66.67,0,100,2,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,27
Saudi Arabia,Sami Al-Najei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,16,7,0,0,75,0,0,3,1,0,12,4,10,20,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,24
Iran,Abolfazl Jalali,0,0,0,1,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,20,2,0,0,70,0,0,5,0,0,14,6,9,0,0,0,0,1,0,0,0,0,0,5,5,0,18,1,0,24
Costa Rica,Ãlvaro Zamora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,0,5,2,0,0,100,0,0,2,0,0,5,0,3,0,2,1,0,0,0,0,0,0,0,2,2,0,29,1,0,20
Morocco,Yahya Jabrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,4,0,0,0,50,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,2,0,26
